"('Input transform', 'none')","('Output transform', 'ReLU')","('Reconstruction Loss', 'MeanSquaredError')","('Latent Space', 10)","('Bioma Autoencoder', 'b -> 512 -> 256 -> 10 -> 256 -> 512 -> b')","('Domain Autoencoder', 'd -> 32 -> 16 -> 10 -> 256 -> 512 -> b')","('Activation Encoder', 'tanh')","('Activation Decoder', 'tanh')","('Activation Latent', 'tanh')","('CV folds', 2)","('Epochs', 30)","('Batch Size', 64)","('Learning Rate', 'constant = 0.001')","('Optimizer', 'Adam')","('val_loss', [976436.0, 787692.75, 1165179.25])","('val_bioma_loss', [487990.5, 393394.6, 582586.4])","('val_domain_loss', [488444.88, 394297.25, 582592.5])","('val_latent_loss', [0.60996056, 0.36883077, 0.8510904])","('val_bioma_mse', [487990.5, 393394.6, 582586.4])","('val_bioma_mae', [31.872784, 31.158632, 32.586933])","('val_bioma_mape', [42.42183, 41.796444, 43.04722])","('val_domain_mse', [488444.88, 394297.25, 582592.5])","('val_domain_mae', [31.95208, 31.280977, 32.62318])","('val_domain_mape', [42.424416, 41.796444, 43.052387])","('val_latent_mae', [0.60996056, 0.36883077, 0.8510904])"
"('Input transform', 'none')","('Output transform', 'ReLU')","('Reconstruction Loss', 'MeanSquaredError')","('Latent Space', 10)","('Bioma Autoencoder', 'b -> 512 -> 256 -> 10 -> 256 -> 512 -> b')","('Domain Autoencoder', 'd -> 32 -> 16 -> 10 -> 256 -> 512 -> b')","('Activation Encoder', 'tanh')","('Activation Decoder', 'tanh')","('Activation Latent', 'sigmoid')","('CV folds', 2)","('Epochs', 30)","('Batch Size', 64)","('Learning Rate', 'constant = 0.001')","('Optimizer', 'Adam')","('val_loss', [975102.84375, 785528.4375, 1164677.25])","('val_bioma_loss', [487550.1, 392763.12, 582337.06])","('val_domain_loss', [487552.44, 392764.97, 582339.94])","('val_latent_loss', [0.27386898, 0.25651458, 0.29122335])","('val_bioma_mse', [487550.1, 392763.12, 582337.06])","('val_bioma_mae', [31.715315, 31.31535, 32.11528])","('val_bioma_mape', [42.423637, 41.7986, 43.048676])","('val_domain_mse', [487552.44, 392764.97, 582339.94])","('val_domain_mae', [31.747173, 31.372082, 32.122265])","('val_domain_mape', [42.42363, 41.7986, 43.048656])","('val_latent_mae', [0.27386898, 0.25651458, 0.29122335])"
"('Input transform', 'none')","('Output transform', 'ReLU')","('Reconstruction Loss', 'MeanSquaredError')","('Latent Space', 10)","('Bioma Autoencoder', 'b -> 512 -> 256 -> 10 -> 256 -> 512 -> b')","('Domain Autoencoder', 'd -> 32 -> 16 -> 10 -> 256 -> 512 -> b')","('Activation Encoder', 'relu')","('Activation Decoder', 'relu')","('Activation Latent', 'tanh')","('CV folds', 2)","('Epochs', 30)","('Batch Size', 64)","('Learning Rate', 'constant = 0.001')","('Optimizer', 'Adam')","('val_loss', [964942.53125, 777045.0625, 1152840.0])","('val_bioma_loss', [483253.03, 389492.0, 577014.06])","('val_domain_loss', [481688.7, 387552.12, 575825.25])","('val_latent_loss', [0.8157286, 0.69861734, 0.9328399])","('val_bioma_mse', [483253.03, 389492.0, 577014.06])","('val_bioma_mae', [32.99488, 32.899418, 33.090343])","('val_bioma_mape', [42.423054, 41.796444, 43.049664])","('val_domain_mse', [481688.7, 387552.12, 575825.25])","('val_domain_mae', [35.69339, 35.244816, 36.14196])","('val_domain_mape', [42.42254, 41.796444, 43.048634])","('val_latent_mae', [0.8157286, 0.69861734, 0.9328399])"
"('Input transform', 'none')","('Output transform', 'ReLU')","('Reconstruction Loss', 'MeanSquaredError')","('Latent Space', 10)","('Bioma Autoencoder', 'b -> 512 -> 256 -> 10 -> 256 -> 512 -> b')","('Domain Autoencoder', 'd -> 32 -> 16 -> 10 -> 256 -> 512 -> b')","('Activation Encoder', 'relu')","('Activation Decoder', 'relu')","('Activation Latent', 'sigmoid')","('CV folds', 2)","('Epochs', 30)","('Batch Size', 64)","('Learning Rate', 'constant = 0.001')","('Optimizer', 'Adam')","('val_loss', [960448.65625, 766585.3125, 1154312.0])","('val_bioma_loss', [482015.7, 386373.47, 577657.9])","('val_domain_loss', [478432.44, 380211.28, 576653.6])","('val_latent_loss', [0.5283744, 0.48059228, 0.57615644])","('val_bioma_mse', [482015.7, 386373.47, 577657.9])","('val_bioma_mae', [33.24109, 32.336273, 34.14591])","('val_bioma_mape', [42.42254, 41.796444, 43.048634])","('val_domain_mse', [478432.44, 380211.28, 576653.6])","('val_domain_mae', [37.203476, 36.001225, 38.40573])","('val_domain_mape', [42.42254, 41.796444, 43.048634])","('val_latent_mae', [0.5283744, 0.48059228, 0.57615644])"
"('Input transform', 'none')","('Output transform', 'ReLU')","('Reconstruction Loss', 'MeanSquaredError')","('Latent Space', 10)","('Bioma Autoencoder', 'b -> 512 -> 256 -> 10 -> 256 -> 512 -> b')","('Domain Autoencoder', 'd -> 32 -> 16 -> 10 -> 256 -> 512 -> b')","('Activation Encoder', 'sigmoid')","('Activation Decoder', 'sigmoid')","('Activation Latent', 'tanh')","('CV folds', 2)","('Epochs', 30)","('Batch Size', 64)","('Learning Rate', 'constant = 0.001')","('Optimizer', 'Adam')","('val_loss', [976487.65625, 788257.5625, 1164717.75])","('val_bioma_loss', [488243.72, 394128.75, 582358.7])","('val_domain_loss', [488243.84, 394128.75, 582358.94])","('val_latent_loss', [0.0935099, 0.036223598, 0.15079619])","('val_bioma_mse', [488243.72, 394128.75, 582358.7])","('val_bioma_mae', [32.00633, 31.480669, 32.531986])","('val_bioma_mape', [42.42288, 41.796577, 43.04918])","('val_domain_mse', [488243.84, 394128.75, 582358.94])","('val_domain_mae', [32.00636, 31.480738, 32.53198])","('val_domain_mape', [42.42288, 41.796577, 43.04918])","('val_latent_mae', [0.0935099, 0.036223598, 0.15079619])"
"('Input transform', 'none')","('Output transform', 'ReLU')","('Reconstruction Loss', 'MeanSquaredError')","('Latent Space', 10)","('Bioma Autoencoder', 'b -> 512 -> 256 -> 10 -> 256 -> 512 -> b')","('Domain Autoencoder', 'd -> 32 -> 16 -> 10 -> 256 -> 512 -> b')","('Activation Encoder', 'sigmoid')","('Activation Decoder', 'sigmoid')","('Activation Latent', 'sigmoid')","('CV folds', 2)","('Epochs', 30)","('Batch Size', 64)","('Learning Rate', 'constant = 0.001')","('Optimizer', 'Adam')","('val_loss', [975795.5, 787159.375, 1164431.625])","('val_bioma_loss', [487897.44, 393579.56, 582215.3])","('val_domain_loss', [487897.84, 393579.62, 582216.06])","('val_latent_loss', [0.20439327, 0.17592344, 0.2328631])","('val_bioma_mse', [487897.44, 393579.56, 582215.3])","('val_bioma_mae', [32.025505, 31.441761, 32.60925])","('val_bioma_mape', [42.42472, 41.798866, 43.05057])","('val_domain_mse', [487897.84, 393579.62, 582216.06])","('val_domain_mae', [32.025276, 31.441225, 32.609325])","('val_domain_mape', [42.42472, 41.798866, 43.05057])","('val_latent_mae', [0.20439327, 0.17592344, 0.2328631])"
"('Input transform', 'none')","('Output transform', 'ReLU')","('Reconstruction Loss', 'MeanSquaredError')","('Latent Space', 10)","('Bioma Autoencoder', 'b -> 256 -> 10 -> 256 -> b')","('Domain Autoencoder', 'd -> 16 -> 10 -> 256 -> b')","('Activation Encoder', 'tanh')","('Activation Decoder', 'tanh')","('Activation Latent', 'tanh')","('CV folds', 2)","('Epochs', 30)","('Batch Size', 64)","('Learning Rate', 'constant = 0.001')","('Optimizer', 'Adam')","('val_loss', [976051.3125, 786687.0, 1165415.625])","('val_bioma_loss', [487998.97, 393302.7, 582695.25])","('val_domain_loss', [488052.06, 393383.9, 582720.25])","('val_latent_loss', [0.24402079, 0.08738804, 0.40065354])","('val_bioma_mse', [487998.97, 393302.7, 582695.25])","('val_bioma_mae', [31.652596, 31.205713, 32.099476])","('val_bioma_mape', [42.426346, 41.80052, 43.05217])","('val_domain_mse', [488052.06, 393383.9, 582720.25])","('val_domain_mae', [31.833736, 31.387152, 32.280323])","('val_domain_mape', [42.424088, 41.798706, 43.049473])","('val_latent_mae', [0.24402079, 0.08738804, 0.40065354])"
"('Input transform', 'none')","('Output transform', 'ReLU')","('Reconstruction Loss', 'MeanSquaredError')","('Latent Space', 10)","('Bioma Autoencoder', 'b -> 256 -> 10 -> 256 -> b')","('Domain Autoencoder', 'd -> 16 -> 10 -> 256 -> b')","('Activation Encoder', 'tanh')","('Activation Decoder', 'tanh')","('Activation Latent', 'sigmoid')","('CV folds', 2)","('Epochs', 30)","('Batch Size', 64)","('Learning Rate', 'constant = 0.001')","('Optimizer', 'Adam')","('val_loss', [976322.84375, 787132.9375, 1165512.75])","('val_bioma_loss', [488134.0, 393538.2, 582729.8])","('val_domain_loss', [488188.7, 393594.6, 582782.8])","('val_latent_loss', [0.14726508, 0.122841194, 0.17168897])","('val_bioma_mse', [488134.0, 393538.2, 582729.8])","('val_bioma_mae', [31.933487, 31.390608, 32.476364])","('val_bioma_mape', [42.425873, 41.800915, 43.05083])","('val_domain_mse', [488188.7, 393594.6, 582782.8])","('val_domain_mae', [31.92635, 31.425991, 32.42671])","('val_domain_mape', [42.42488, 41.801056, 43.048706])","('val_latent_mae', [0.14726508, 0.122841194, 0.17168897])"
"('Input transform', 'none')","('Output transform', 'ReLU')","('Reconstruction Loss', 'MeanSquaredError')","('Latent Space', 10)","('Bioma Autoencoder', 'b -> 256 -> 10 -> 256 -> b')","('Domain Autoencoder', 'd -> 16 -> 10 -> 256 -> b')","('Activation Encoder', 'relu')","('Activation Decoder', 'relu')","('Activation Latent', 'tanh')","('CV folds', 2)","('Epochs', 30)","('Batch Size', 64)","('Learning Rate', 'constant = 0.001')","('Optimizer', 'Adam')","('val_loss', [976098.90625, 786411.3125, 1165786.5])","('val_bioma_loss', [488150.03, 393415.25, 582884.8])","('val_domain_loss', [487948.38, 392995.75, 582901.0])","('val_latent_loss', [0.5062032, 0.31802052, 0.6943858])","('val_bioma_mse', [488150.03, 393415.25, 582884.8])","('val_bioma_mae', [31.63055, 31.344753, 31.91635])","('val_bioma_mape', [42.42708, 41.80352, 43.050636])","('val_domain_mse', [487948.38, 392995.75, 582901.0])","('val_domain_mae', [32.15611, 31.622713, 32.689503])","('val_domain_mape', [42.42637, 41.80324, 43.04949])","('val_latent_mae', [0.5062032, 0.31802052, 0.6943858])"
"('Input transform', 'none')","('Output transform', 'ReLU')","('Reconstruction Loss', 'MeanSquaredError')","('Latent Space', 10)","('Bioma Autoencoder', 'b -> 256 -> 10 -> 256 -> b')","('Domain Autoencoder', 'd -> 16 -> 10 -> 256 -> b')","('Activation Encoder', 'relu')","('Activation Decoder', 'relu')","('Activation Latent', 'sigmoid')","('CV folds', 2)","('Epochs', 30)","('Batch Size', 64)","('Learning Rate', 'constant = 0.001')","('Optimizer', 'Adam')","('val_loss', [976304.8125, 786330.125, 1166279.5])","('val_bioma_loss', [488126.88, 393080.28, 583173.44])","('val_domain_loss', [488177.72, 393249.62, 583105.8])","('val_latent_loss', [0.2702865, 0.24468449, 0.29588854])","('val_bioma_mse', [488126.88, 393080.28, 583173.44])","('val_bioma_mae', [32.09564, 31.603735, 32.58754])","('val_bioma_mape', [42.42782, 41.805374, 43.05026])","('val_domain_mse', [488177.72, 393249.62, 583105.8])","('val_domain_mae', [32.104446, 31.825876, 32.38302])","('val_domain_mape', [42.42713, 41.805004, 43.049263])","('val_latent_mae', [0.2702865, 0.24468449, 0.29588854])"
